UAI,Secteur,Nombre d'élèves,Latitude WGS84,Longitude WGS84,Niveau
0340147A,PUBLIC,199,43.311330285442,3.47391941209692,École
0340145Y,PUBLIC,164,43.3114253185982,3.46737991314509,École
0341437C,PUBLIC,90,43.3075567305455,3.47754943005107,École
0341438D,PUBLIC,122,43.3077046036028,3.47787955711546,École
0340150D,PUBLIC,17,43.3375122855667,2.85376004568653,École
0341748R,PUBLIC,20,43.331895037049,2.79587025221432,École
0341683V,PUBLIC,91,43.4593184314355,3.68726029293832,École
0340190X,PUBLIC,55,43.5535427400606,3.48631144095227,École
0340192Z,PUBLIC,192,43.3636226445498,3.41711817530223,École
0340225K,PUBLIC,73,43.3494650572164,3.21931005353357,École
0340231S,PUBLIC,174,43.3375527809523,3.22705020551789,École
0341159A,PRIVE,399,43.3463666997756,3.21306966744205,École
0341751U,PUBLIC,147,43.3395376113118,3.22988046658918,École
0341950K,PUBLIC,396,43.3428408202834,3.22306023083812,École
0341169L,PRIVE,461,43.3408768567877,3.22572969728471,École
0341951L,PUBLIC,278,43.3371868905144,3.22778947080418,École
0342295K,PUBLIC,332,43.3621961831558,3.22506973474592,École
0341660V,PUBLIC,110,43.3381331312846,3.25940996891273,École
0341739F,PRIVE,346,43.342419593905,3.24951939879032,École
0340233U,PUBLIC,246,43.3497661519419,3.23528486364537,École
0340235W,PUBLIC,126,43.3512369397333,3.21679950724318,École
0341886R,PRIVE,250,43.3496779592844,3.21946002339158,École
0340246H,PUBLIC,113,43.4503166819141,3.6560796860711,École
0341905L,PUBLIC,332,43.6415488193864,3.92185970604588,École
0340284Z,PUBLIC,61,43.4231363215765,3.02798017642481,École
0340290F,PUBLIC,51,43.4074586472735,2.97029003268122,École
0340292H,PUBLIC,206,43.3213071484642,3.30905031797928,École
0340302U,PUBLIC,351,43.6581726004409,3.8889101835252,École
0340304W,PUBLIC,338,43.6309384845646,3.43318953622194,École
0340312E,PUBLIC,146,43.3980680122792,3.19380954675031,École
0340322R,PUBLIC,121,43.3748381795711,3.00938015673078,École
0340327W,PUBLIC,95,43.3569442465358,2.94050023725247,École
0340812Y,PUBLIC,65,43.7191801456154,4.09810092203528,École
0341259J,PUBLIC,115,43.5496664260489,3.77742997681916,École
0340334D,PUBLIC,28,43.3317913016706,2.60139042832613,École
0340339J,PUBLIC,127,43.3850104774779,3.46419028624443,École
0340346S,PUBLIC,18,43.605971819704,2.79837948245297,École
0342045N,PUBLIC,186,43.4557053985004,3.75871994672591,École
0340348U,PUBLIC,170,43.4487527409985,3.75299958209486,École
0340840D,PUBLIC,160,43.446996889389,3.74892008406834,École
0341181Z,PRIVE,226,43.9327744753431,3.70968001797162,École
0342527M,PUBLIC,154,43.496284655006,3.71409145562423,École
0340360G,PUBLIC,258,43.5004696492905,3.71240068356073,École
0341250Z,PUBLIC,391,43.6459560007008,3.80055950249242,École
0341688A,PUBLIC,84,43.6625964323039,3.64397024188188,École
0340789Y,PUBLIC,88,43.6533766665189,3.14875960599168,École
0340241C,PUBLIC,117,43.6988917384824,3.37004009157034,École
0341439E,PUBLIC,42,43.6947744227019,3.1660604995376,École
0340324T,PUBLIC,295,43.6477036645061,3.9429695275941,École
0341339W,PUBLIC,110,43.6577237407289,3.94285052007738,École
0341501X,PUBLIC,62,43.7369450044251,3.32075989046793,École
0341076K,PUBLIC,203,43.4491933915604,3.61504254363689,École
0341298B,PUBLIC,167,43.671648379152,4.13831955619189,École
0341993G,PUBLIC,64,43.688151725334,4.12491052732271,École
0340417U,PUBLIC,218,43.678322801547,4.133940078876,École
0341772S,PUBLIC,159,43.670971343158,4.12598539991126,École
0341843U,PUBLIC,94,43.6872256993254,4.12439010311167,École
0341299C,PUBLIC,333,43.6774407207537,4.09647287884313,École
0341643B,PUBLIC,359,43.668167747107,4.17402947479034,École
0341188G,PRIVE,132,43.6646816143415,4.17760010651393,École
0341773T,PUBLIC,174,43.6212152491336,3.99960976898877,École
0340442W,PUBLIC,100,43.6149568053528,4.00662963589831,École
0342138P,PUBLIC,86,,,École
0340457M,PUBLIC,265,43.4801720064758,3.47998023856097,École
0342153F,PUBLIC,161,43.4825369203387,3.47824050014555,École
0340460R,PUBLIC,97,43.7511211650678,3.95570992893467,École
0341595Z,PUBLIC,92,43.3942952832853,3.36676033576597,École
0341300D,PUBLIC,155,43.3947713960496,3.3667004497745,École
0341446M,PUBLIC,102,,,École
0341303G,PUBLIC,106,43.5925611477226,3.86865026685737,École
0341445L,PUBLIC,154,43.6084010039091,3.83661000561776,École
0341845W,PUBLIC,185,43.5883299460531,3.86519061373568,École
0340953B,PUBLIC,167,43.6196178787462,3.84235963946343,École
0341195P,PRIVE,352,43.6096604520059,3.87122988425556,École
0341850B,PUBLIC,142,43.6189296200118,3.89152983306041,École
0340504N,PUBLIC,196,43.605040193242,3.88609960533669,École
0340977C,PUBLIC,231,43.6254338663309,3.81408345703328,École
0340549M,PUBLIC,50,43.6092448123187,3.87334985727395,École
0340843G,PUBLIC,156,43.6142250444607,3.89210940249644,École
0341262M,PUBLIC,123,43.6272687936205,3.81909052175551,École
0340531T,PUBLIC,149,43.6420452758617,3.85642054778446,École
0340841E,PUBLIC,86,43.6138606090302,3.89210992773996,École
0341689B,PUBLIC,119,43.6088671010008,3.88896980151845,École
0341889U,PRIVE,260,43.6051498682485,3.85796997390263,École
0342411L,PUBLIC,193,43.6003083211024,3.86076643941389,École
0340540C,PUBLIC,109,43.6050021556829,3.88646059649171,École
0342438R,PRIVE,110,43.600547717804,3.86053353772496,École
0341260K,PUBLIC,219,43.6274636664672,3.81961977616553,École
0340470B,PUBLIC,193,43.6170719917558,3.87452054189608,École
0340483R,PUBLIC,60,43.6101066581648,3.86832025141236,École
0340548L,PUBLIC,105,43.6105988188173,3.89788961969902,École
0341209E,PRIVE,429,43.6050138428027,3.85077973867403,École
0341021A,PUBLIC,107,43.6280489857733,3.81789014765391,École
0341908P,PUBLIC,222,43.62504262299,3.81537978138137,École
0340562B,PUBLIC,64,43.5336533409319,3.33351030836106,École
0340571L,PUBLIC,73,43.8260787856442,3.77457018923005,École
0341379P,PUBLIC,98,43.28494292025,2.72357441166797,École
0340579V,PUBLIC,55,43.4303046861933,3.18737306313031,École
0341221T,PRIVE,202,43.457746491311,3.42378952302677,École
0341411Z,PUBLIC,228,43.5583297288541,3.52711974798475,École
0500180Z,PUBLIC,113,49.6222004800694,-1.7213738230267,École
0501801L,PUBLIC,72,49.2039769778412,-1.1660449812327,École
0501281W,PUBLIC,107,48.5355332803264,-0.875679586547293,École
0501174E,PUBLIC,128,48.6638165990061,-1.37340049704519,École
0501658F,PUBLIC,218,49.2157446624623,-1.53015954112749,École
0501731K,PUBLIC,123,48.6440044508943,-0.941090658521891,École
0501474F,PUBLIC,71,48.5856454017654,-0.95609163907656,École
0500849B,PUBLIC,57,49.4218660681476,-1.45087044136604,École
0501357D,PRIVE,154,48.9184127590969,-1.18953034914751,École
0501539B,PUBLIC,21,48.629581105823,-1.35160005467232,École
0501425C,PUBLIC,41,49.0678731404119,-1.1991293488361,École
0501426D,PUBLIC,89,49.178521237698,-1.25481970171997,École
0500254E,PUBLIC,70,49.5055646026112,-1.59460048528443,École
0501623T,PUBLIC,82,48.9894014534423,-1.33590061971923,École
0500411A,PUBLIC,38,48.8035898477422,-1.50808035159825,École
0500741J,PUBLIC,64,48.544852969141,-1.38428094886614,École
0501276R,PUBLIC,179,48.5185611447029,-1.32634024688297,École
0501501K,PUBLIC,198,49.11127379845,-1.08618040218264,École
0500998N,PUBLIC,34,,,École
0501602V,PUBLIC,16,49.1203266945309,-1.00707057084393,École
0501381E,PRIVE,187,49.6660567462395,-1.39590063624234,École
0501692T,PUBLIC,50,49.6708223182028,-1.4050903167647,École
0500416F,PUBLIC,145,48.8251806126881,-1.52530982840374,École
0500632R,PUBLIC,69,49.5575393212746,-1.83824977313092,École
0501679D,PUBLIC,86,49.522805327996,-1.59521670318274,École
0501392S,PRIVE,50,48.972949987514,-1.06024065460283,École
0500571Z,PUBLIC,103,49.5824811951734,-1.72757939643497,École
0500573B,PUBLIC,185,49.5744677497665,-1.62623938039868,École
0501397X,PRIVE,29,48.6817383439582,-1.41400940341758,École
0500911U,PUBLIC,266,49.5101178322777,-1.47037040955239,École
0500929N,PUBLIC,98,48.8406361015867,-1.22388940132551,École
0611142K,PUBLIC,218,48.4370877537051,0.10508054443072,École
0611168N,PUBLIC,131,48.4344729086618,0.109709343118519,École
0611044D,PUBLIC,199,48.4160545960913,0.098240173098377,École
0611114E,PUBLIC,91,48.6981502104116,0.107379002526998,École
0610342R,PUBLIC,262,48.7454106616768,-0.0142102865044507,École
0610873T,PRIVE,268,48.7464958218123,-0.0126901080877424,École
0610857A,PRIVE,102,48.8096476114568,-0.498029790932734,École
0610359J,PUBLIC,71,48.6658029383874,-0.551540576940792,École
0610102E,PUBLIC,118,48.8155662213549,-0.241699794285886,École
0610369V,PUBLIC,79,48.6892222814958,-0.441401443289342,École
0610900X,PUBLIC,156,48.4350354554151,0.884679453836459,École
0610999E,PUBLIC,176,48.4344464489294,0.0361894405236182,École
0610915N,PUBLIC,108,48.6224290101746,0.35598992961346,École
0610433P,PUBLIC,44,48.9234090527054,0.138489789416792,École
0610574T,PUBLIC,120,48.5055304681725,0.093990290218286,École
0610688S,PUBLIC,38,48.5230736040122,0.136376435022974,École
0610449G,PUBLIC,102,48.5414634474278,0.244509817333109,École
0610851U,PRIVE,88,48.7402810933255,-0.59037013651073,École
0611257K,PRIVE,72,48.7935712609184,0.295299525928593,École
0610678F,PUBLIC,90,48.7478370132304,0.0137793343187126,École
0610459T,PUBLIC,133,48.4120962127291,-0.0288506429682603,École
0610502P,PUBLIC,114,48.7601217220777,-0.601220370449554,École
0610858B,PRIVE,80,48.5103216885632,0.354130368654637,École
0611144M,PUBLIC,193,48.5134053604494,0.356150485503401,École
0610862F,PRIVE,40,48.7014688492092,0.288389753200153,École
0610651B,PUBLIC,81,48.6216729741381,-0.413920044356766,École
0610980J,PUBLIC,60,48.6451322428173,-0.711260623162982,École
0610538D,PUBLIC,122,48.8153211153962,-0.570309749852908,École
0610893P,PRIVE,252,48.5204933686117,0.549750333867349,École
0610556Y,PUBLIC,97,48.7793441366353,-0.0723201323687229,École
0610848R,PRIVE,53,48.765767904861,-0.244196396504147,École
0611052M,PUBLIC,141,48.4574927340823,-0.0497005633420583,École
0610989U,PUBLIC,111,48.7125514475157,0.434869955604569,École
0610609F,PUBLIC,41,48.5327658613004,0.159640176016771,École
0610622V,PUBLIC,57,48.5610127733818,-0.733289890645571,École
0610804T,PUBLIC,57,48.8104880095791,-0.650993441262885,École
0610646W,PUBLIC,39,48.7893131829728,0.582489610674086,École
0610861E,PRIVE,201,48.6075363815604,0.172339815429274,École
0610793F,PUBLIC,53,48.5982311511904,0.172299601403709,École
0610593N,PUBLIC,46,48.7187131002475,-0.723350590862275,École
0610670X,PUBLIC,125,48.7640384456918,-0.732909539997617,École
0610577W,PUBLIC,101,48.647804584204,0.67218956562396,École
0610686P,PUBLIC,142,48.9295663458378,0.194930334458872,École
0762520B,PUBLIC,101,49.4014179148513,1.13114684397117,École
0761038R,PUBLIC,97,49.6586682735288,0.983385554579618,École
0761395D,PUBLIC,17,49.8300499593881,0.793195866553646,École
0760643L,PUBLIC,54,49.6325714922109,0.235966612669474,École
0761892U,PUBLIC,110,49.4787011789079,0.767538134298244,École
0762901R,PUBLIC,76,49.4787011789079,0.767538134298244,École
0761879E,PUBLIC,219,49.7727007633458,1.74910106805094,École
0760434J,PUBLIC,77,49.4428072812204,1.31083936402605,École
0760934C,PUBLIC,84,49.5450380135021,0.955187125229982,École
0762414L,PUBLIC,157,49.3871082090174,1.14003141835834,École
0762558T,PUBLIC,90,49.7106639897118,1.22741183818527,École
0761445H,PUBLIC,27,49.6740032621109,0.492816630629145,École
0760645N,PUBLIC,20,49.7168219251108,0.252644312908071,École
0760568E,PUBLIC,69,49.571130102668,0.536162010713982,École
0761310L,PUBLIC,98,49.4609483903071,1.12824289680282,École
0762185M,PUBLIC,150,49.4714662245173,1.14250278889067,École
0761997H,PRIVE,215,49.4590808706118,1.11466478410877,École
0762137K,PUBLIC,69,49.7200694107599,1.04631803870137,École
0763325B,PUBLIC,90,49.4330784474391,1.25620196868026,École
0760443U,PUBLIC,211,49.4716616051506,1.11909844905838,École
0760473B,PUBLIC,43,49.5199210964942,1.35920464047842,École
0760555R,PUBLIC,92,49.5638198005749,0.472390423263973,École
0760562Y,PUBLIC,52,49.5734552949647,0.479413873247367,École
0761880F,PUBLIC,66,49.5785853911002,0.481262336114333,École
0760560W,PUBLIC,93,49.5709924706889,0.472360777082889,École
0762523E,PUBLIC,275,49.3880578882865,1.19987953872023,École
0760356Z,PUBLIC,56,49.8143748463583,0.949908935036481,École
0762004R,PRIVE,160,49.6272354866771,0.39936133946816,École
0762556R,PUBLIC,41,49.5753370756356,1.27702984552039,École
0760495A,PUBLIC,18,49.8114619310059,0.589961716184718,École
0760496B,PUBLIC,19,49.8065332017127,0.602346663805068,École
0763207Y,PUBLIC,231,49.44998440429,1.03487810877601,École
0763344X,PUBLIC,205,49.4457566363459,1.03181287546935,École
0762350S,PUBLIC,112,49.7880327330964,0.635418423966916,École
0761512F,PUBLIC,77,,,École
0762710H,PUBLIC,161,49.3081648313853,1.02404839577312,École
0761014P,PUBLIC,77,49.749308369369,0.449922575395328,École
0762365H,PUBLIC,179,50.0367580165832,1.32625592017904,École
0760640H,PUBLIC,292,49.6309848999588,0.259527026023629,École
0761602D,PUBLIC,32,49.8594720678158,1.19968993127413,École
0760431F,PUBLIC,200,49.4422147634141,1.14786551975551,École
0760404B,PUBLIC,126,49.9121851425139,1.07127011360609,École
0761881G,PUBLIC,99,49.926301970654,1.07362960893644,École
0762213T,PUBLIC,100,,,École
0762488S,PUBLIC,44,49.8695954494793,1.32224971742884,École
0762485N,PUBLIC,264,49.2883574768705,1.01597243651252,École
0761534E,PUBLIC,125,49.2888846731352,0.998884943896298,École
0762487R,PUBLIC,72,49.2894096797474,0.972796576918327,École
0760446X,PUBLIC,21,49.4676847690825,1.39858747583306,École
0762711J,PUBLIC,64,49.5466412368371,1.05190749856755,École
0760266B,PUBLIC,128,49.5661693231478,0.312003125219569,École
0763019U,PUBLIC,335,50.0495072994959,1.42266131761021,École
0761570U,PUBLIC,111,49.7622414105907,0.375488181759385,École
0762018F,PRIVE,431,49.75473211158,0.376689456529614,École
0762446W,PUBLIC,133,49.482729928403,1.74530941644721,École
0760763S,PUBLIC,16,49.7898257245204,1.47750095911587,École
0760764T,PUBLIC,16,49.732793634361,1.57910095440257,École
0762336B,PUBLIC,82,49.8118326234733,0.849282445126151,École
0760881V,PUBLIC,226,49.5579177559018,0.184814661574513,École
0761384S,PUBLIC,52,49.6139028472483,0.593012240753773,École
0762483L,PUBLIC,129,49.4021298683706,1.17721838725638,École
0760521D,PUBLIC,99,49.4130857269015,1.29570473629158,École
0760919L,PUBLIC,134,49.5641573180156,1.00486020725172,École
0761577B,PUBLIC,101,49.7232584701413,0.332664427281478,École
0761019V,PUBLIC,22,49.7513032140386,0.564638697611211,École
0762105A,PUBLIC,77,49.6452248201889,0.365100514568878,École
0762190T,PUBLIC,58,49.5081516993765,0.238687625107318,École
0760921N,PUBLIC,32,49.5829994388826,0.97845002461064,École
0761173M,PUBLIC,298,49.3462918347417,1.02017662591183,École
0762235S,PUBLIC,246,49.3514858828685,1.00173864094056,École
0761170J,PUBLIC,179,49.3583554808478,1.01111124388663,École
0761158W,PUBLIC,86,49.8416292343951,0.752795291643345,École
0760654Y,PUBLIC,66,49.6162691496487,0.145504302479619,École
0763016R,PUBLIC,122,49.5063880371199,0.408588289649271,École
0762748Z,PUBLIC,66,49.4613240523135,1.5181941488206,École
0762112H,PUBLIC,149,49.5278583012738,0.567680311913783,École
0763221N,PUBLIC,37,49.6719409662272,0.189082061778459,École
0762370N,PUBLIC,89,49.5853217117353,0.526974483646077,École
0760615F,PUBLIC,63,49.6069085832219,1.08058944979357,École
0762605U,PUBLIC,139,49.4162014886691,1.03090818968498,École
0761180V,PUBLIC,190,49.408238606761,1.05774945166678,École
0762724Y,PUBLIC,244,49.4020506462072,1.05795379607469,École
0763023Y,PUBLIC,92,49.4046577187733,1.04726440116191,École
0761177S,PUBLIC,154,49.4020506462072,1.05795379607469,École
0761885L,PUBLIC,216,49.4045582986458,1.04684243069596,École
0762214U,PUBLIC,271,49.3995903938188,1.03821094551507,École
0761249V,PUBLIC,99,49.4877516116002,0.103998417618962,École
0762032W,PRIVE,94,49.4841680952658,0.134158206373792,École
0761299Z,PUBLIC,69,49.5106537393448,0.177901714044663,École
0760815Y,PUBLIC,200,49.509746916608,0.135752389306976,École
0761239J,PUBLIC,141,49.5013719670894,0.179137611136798,École
0762422V,PUBLIC,107,49.4798369325456,0.163930854151673,École
0762505K,PUBLIC,175,49.5014436335849,0.158568581012255,École
0763075E,PUBLIC,119,49.5008752723106,0.139112006151297,École
0761131S,PUBLIC,137,49.5071798434684,0.178950057506827,École
0761259F,PUBLIC,158,49.5139860088318,0.170008921363017,École
0762425Y,PUBLIC,161,49.522727290175,0.118695862110165,École
0761246S,PUBLIC,82,49.4960638283942,0.123535816272376,École
0761937T,PUBLIC,151,49.5173056836808,0.170447678725311,École
0760793Z,PUBLIC,169,49.5206719915322,0.0791810079368393,École
0762141P,PUBLIC,148,49.5147443707478,0.0910335447424524,École
0762160K,PUBLIC,99,49.5264124625352,0.120579490572663,École
0761236F,PUBLIC,67,49.5005151646943,0.139934321581108,École
0761245R,PUBLIC,129,49.4991239249953,0.143252489945877,École
0762023L,PRIVE,183,49.498123177355,0.12148470907599,École
0760449A,PUBLIC,49,49.4944733618053,1.40752967392963,École
0761094B,PUBLIC,71,49.505476981523,1.04044232019069,École
0763346Z,PUBLIC,272,49.5055823165885,1.03700636738524,École
0761206Y,PUBLIC,179,49.4311844235679,1.05573976816952,École
0762236T,PUBLIC,77,49.4269583590925,1.05868505770009,École
0762771Z,PUBLIC,179,49.424630643031,1.05991957548685,École
0761651G,PUBLIC,154,49.4757149043359,0.816709243628757,École
0762212S,PUBLIC,73,50.0556994202485,1.3662582197612,École
0760515X,PUBLIC,57,49.3415593259338,1.13383426923293,École
0763296V,PUBLIC,62,49.6534540934883,0.762877484232035,École
0761581F,PUBLIC,44,49.6985910582908,0.283020637359431,École
0762059A,PUBLIC,83,49.5231936450091,0.540582044583635,École
0760729E,PUBLIC,105,49.5182007424044,0.53310759424808,École
0762115L,PUBLIC,38,49.8862561382856,0.945342620255676,École
0763077G,PUBLIC,361,49.5247798263152,1.03685173211355,École
0762039D,PRIVE,118,49.4855530883788,1.04401793306237,École
0762531N,PUBLIC,155,49.9029016856588,1.14137749299245,École
0763133T,PUBLIC,19,49.6050313858794,1.46843138975048,École
0760771A,PUBLIC,139,49.7649614348509,1.38103081099069,École
0761429R,PUBLIC,17,49.6709827774882,1.51678333544919,École
0760925T,PUBLIC,39,49.5910976942992,0.893330407998355,École
0761100H,PUBLIC,153,49.4598684802368,1.00091359335826,École
0761123H,PUBLIC,200,49.546369466749,0.191409867843234,École
0761960T,PRIVE,301,49.5464692027024,0.19334896064523,École
0762441R,PUBLIC,230,49.547115407781,0.174854657852541,École
0762909Z,PUBLIC,111,49.4734657854384,1.0867646264014,École
0762928V,PUBLIC,192,49.457501870261,1.06404136030911,École
0761101J,PUBLIC,229,49.4594481138363,1.08916432365555,École
0762717R,PUBLIC,57,,,École
0763309J,PUBLIC,102,49.521101886151,1.24545259876565,École
0760756J,PUBLIC,108,49.7351731203582,1.44082404565175,École
0762435J,PUBLIC,73,49.4232723803973,1.7172868667861,École
0763336N,PUBLIC,47,49.7104621181311,1.45678096222587,École
0761111V,PUBLIC,135,49.4897134227356,1.04800959367841,École
0762431E,PUBLIC,122,49.489152264333,1.05274931773861,École
0761109T,PUBLIC,60,49.4863174671903,1.04776588468135,École
0762360C,PUBLIC,108,49.8746670228892,1.04549066154412,École
0761964X,PRIVE,92,49.3392876292746,1.09674316291387,École
0762666K,PUBLIC,97,49.3627983740719,1.10119338650881,École
0760269E,PUBLIC,45,49.5082082608608,0.30181451529412,École
0760927V,PUBLIC,174,49.565472253132,0.946311264037065,École
0761618W,PUBLIC,188,49.9565422391831,1.21961671967141,École
0761600B,PUBLIC,51,49.9785237663622,1.25666618249381,École
0761307H,PUBLIC,218,49.3911460093272,1.0277167340218,École
0760741T,PUBLIC,85,49.4941068626079,0.564242535352998,École
0760743V,PUBLIC,227,49.4923921069358,0.579543820881762,École
0761764E,PUBLIC,110,49.4910884109623,0.575051442764671,École
0760678Z,PUBLIC,40,49.5227200445935,0.61911702053212,École
0760744W,PUBLIC,108,49.4949580952604,0.565839425490924,École
0762191U,PUBLIC,161,49.504037929859,0.575351857592051,École
0762726A,PUBLIC,69,,,École
0762844D,PUBLIC,129,49.5273331229732,0.723467792387281,École
0760342J,PUBLIC,24,49.7215696761214,1.62794331060752,École
0760211S,PUBLIC,123,49.4469221693263,1.07545959830342,École
0760216X,PUBLIC,98,49.4417130147073,1.10561642139684,École
0762327S,PUBLIC,229,49.4262745933653,1.07255103444558,École
0760221C,PUBLIC,213,49.4408939584761,1.08777248762527,École
0760257S,PUBLIC,76,49.4433901912717,1.10529962139712,École
0763013M,PUBLIC,200,49.4378934514085,1.09876851755858,École
0762071N,PUBLIC,68,49.4485888511549,1.13637302935084,École
0762889C,PUBLIC,329,49.4285862714689,1.08854795871475,École
0760256R,PUBLIC,83,49.4580367814091,1.1307692783811,École
0760260V,PUBLIC,127,49.452038983253,1.06655952697217,École
0763215G,PUBLIC,299,49.4452802231541,1.13817500813424,École
0760245D,PUBLIC,178,49.4255166209259,1.09098439833498,École
0762433G,PUBLIC,135,49.9036242211354,1.09267708023688,École
0760455G,PUBLIC,90,49.4720296523646,1.34700064700212,École
0761201T,PUBLIC,96,49.3585167629799,0.943804604194909,École
0760909A,PUBLIC,53,49.5517206810978,0.793260498195693,École
0760673U,PUBLIC,139,49.529086153611,0.664400310634604,École
0763306F,PUBLIC,128,49.3654918117769,1.1559371160685,École
0762780J,PUBLIC,47,49.422428412582,1.17646412650652,École
0761899B,PUBLIC,120,49.3018449909466,1.01964668645826,École
0761066W,PUBLIC,40,49.6058837118075,0.783743049166748,École
0762823F,PUBLIC,43,49.5639074645082,1.34872814247224,École
0760723Y,PUBLIC,101,49.8023809367676,1.14284439111541,École
0761489F,PUBLIC,102,49.5148664696057,0.815751844048993,École
0761067X,PUBLIC,137,49.6227838825475,0.774755697097234,École
0760979B,PUBLIC,172,49.3996203492533,1.07850357076371,École
0760984G,PUBLIC,143,49.383244715729,1.10705897186097,École
0762906W,PUBLIC,69,49.3788344206815,1.10143029559899,École
0760274K,PUBLIC,65,49.5729829412391,0.375669655501948,École
0761459Y,PUBLIC,40,49.6543489763735,0.465380301788239,École
0763230Y,PUBLIC,42,49.6364629972641,1.29460696812391,École
0761621Z,PUBLIC,165,49.8757619317039,1.21206577160076,École
0762238V,PUBLIC,110,49.2712547540861,1.04943807296369,École
0761526W,PUBLIC,83,49.2771164766233,1.04580271524855,École
0761988Y,PRIVE,146,49.6740748990844,1.28419783007074,École
0763015P,PUBLIC,153,49.4941428919081,0.359705162217059,École
0760939H,PUBLIC,179,49.4020654277393,1.08550485313233,École
0763369Z,PUBLIC,105,49.4197509849267,1.09470282868931,École
0760942L,PUBLIC,123,49.415658940692,1.09473981831997,École
0762870G,PUBLIC,285,49.4020654277393,1.08550485313233,École
0762678Y,PUBLIC,17,49.7812959699337,0.90768852812623,École
0761068Y,PUBLIC,71,49.581131203138,0.765626039909833,École
0762617G,PUBLIC,120,49.8591024093694,1.09817329487689,École
0761033K,PUBLIC,82,49.737280351618,0.425908797139283,École
0761203V,PUBLIC,60,49.3786452125528,1.00234932496031,École
0761464D,PUBLIC,49,49.6247624769881,0.44639270356903,École
0761588N,PUBLIC,20,49.727493676296,0.279831366465978,École
0762334Z,PUBLIC,95,49.4919988657123,0.684770191015543,École
0761167F,PUBLIC,91,49.8733381767198,0.799188535517206,École
0761055J,PUBLIC,49,49.6927618365384,0.899327269476276,École
0762727B,PUBLIC,35,49.5692348608463,1.29423602464755,École
0762376V,PUBLIC,76,49.4546621572768,0.829419731498291,École
0762608X,PUBLIC,45,49.3501436772603,1.17536035257349,École
0761501U,PUBLIC,37,49.3999620536192,0.881699790998063,École
0240618S,PUBLIC,37,45.2879177527253,0.309532820701091,École
0240504T,PUBLIC,21,45.0833492823319,1.19134124097205,École
0240601Y,PUBLIC,97,45.1481494942845,0.794946937006904,École
0241290X,PUBLIC,259,45.172183610885,0.774704929473951,École
0241327M,PUBLIC,223,45.3608034868971,0.650436062653188,École
0240611J,PUBLIC,30,45.6507384034941,0.603451068474657,École
0240858C,PUBLIC,41,45.0924260039187,0.677644709487973,École
0240395Z,PUBLIC,77,45.3922700444403,0.698507998238283,École
0240992Y,PUBLIC,196,45.2041432285385,0.665946422365686,École
0240235A,PUBLIC,41,45.1726197945604,0.444368834309417,École
0240373A,PUBLIC,75,44.8547935310148,0.56878802991927,École
0240850U,PUBLIC,50,44.9867934602639,0.594913241573485,École
0240676E,PUBLIC,40,45.1233962317688,0.226645841441368,École
0241287U,PUBLIC,183,45.3391185349677,1.04726903458195,École
0240187Y,PUBLIC,24,44.7009849516398,0.417656791485775,École
0240645W,PUBLIC,52,45.0831575677378,0.547104404166056,École
0241286T,PUBLIC,57,45.57143194545,0.557835594652713,École
0240444C,PUBLIC,58,45.4948744478106,1.0642014835742,École
0240506V,PUBLIC,46,45.0131397895789,1.18317839533991,École
0240445D,PUBLIC,88,,,École
0240768E,PUBLIC,38,45.0819890835681,1.35749160069483,École
0240786Z,PUBLIC,103,45.0635075843782,0.866490566107981,École
0241285S,PUBLIC,260,44.8687690382676,0.37396520329712,École
0240935L,PRIVE,103,45.1541919172098,0.00920956187692066,École
0240455P,PUBLIC,81,45.3925653552611,1.13777696662191,École
0240909H,PUBLIC,96,44.9361804334172,1.01272333491027,École
0240788B,PUBLIC,21,45.1587910425374,0.98075299574038,École
0241050L,PUBLIC,42,45.2782574903773,0.547645669689156,École
0240648Z,PUBLIC,46,45.085996726541,0.585200366934668,École
0240166A,PUBLIC,27,44.75162623175,0.867097687988133,École
0241307R,PUBLIC,157,45.0626228788135,1.16773888556528,École
0240976F,PUBLIC,85,44.855487049625,0.5966992710178,École
0240724G,PUBLIC,26,44.7527372231026,1.29774930743978,École
0240802S,PUBLIC,37,45.4153115526046,0.945609899443151,École
0240913M,PUBLIC,186,45.0980239025609,0.470289334775798,École
0240943V,PRIVE,101,45.1875575841283,0.712954675499408,École
0240575V,PUBLIC,110,45.1815541978247,0.714997805606713,École
0240300W,PUBLIC,65,45.182252482201,0.723382137310337,École
0240299V,PUBLIC,63,45.1951236930795,0.704104911970569,École
0240702H,PUBLIC,21,44.8823654573582,1.42925934154587,École
0240829W,PUBLIC,100,44.8427291218016,0.20671114316178,École
0240977G,PUBLIC,166,44.8554566717873,0.402488243570881,École
0241015Y,PUBLIC,62,45.1629834751446,0.603521939206499,École
0240902A,PUBLIC,54,45.2039050523702,0.138778806355732,École
0240335J,PUBLIC,19,44.7869589812566,1.17022865891724,École
0240692X,PUBLIC,95,44.8689613009917,1.04706360519778,École
0240426H,PUBLIC,16,45.2470068406978,1.01716933049906,École
0240242H,PUBLIC,96,45.1380430974295,0.44751866744894,École
0240915P,PUBLIC,78,45.0362299245176,0.256079596879382,École
0240865K,PUBLIC,37,45.0870168949991,0.633083016515814,École
0240450J,PUBLIC,44,45.4786500649478,0.998663590071019,École
0240793G,PUBLIC,140,45.1250940409963,0.856059004215221,École
0240989V,PUBLIC,39,45.5426554132019,0.815977157209204,École
